Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,D1_5,TS_boundary,ALL,*,QUAL,*,0.030702,0.333333,0.625,0.056225,2,0,3030848912.000000,5110294.000000,0.000000,228,.,.,170.000000,33.000000,,5.15151515152,7,.,.,0.000000,7.000000,,0.0,221,.,.,170.000000,26.000000,,6.53846153846,8,.,.,0.000000,8.000000,,0.0,1,.,.,0.000000,1.000000,,0.0,2,.,.,0.000000,2.000000,,0.0,5,.,.,0.000000,5.000000,,0.0
INDEL,D1_5,TS_boundary,PASS,*,QUAL,*,0.030702,0.333333,0.625,0.056225,2,0,3030848912.000000,5110294.000000,0.000000,228,.,.,170.000000,33.000000,,5.15151515152,7,.,.,0.000000,7.000000,,0.0,221,.,.,170.000000,26.000000,,6.53846153846,8,.,.,0.000000,8.000000,,0.0,1,.,.,0.000000,1.000000,,0.0,2,.,.,0.000000,2.000000,,0.0,5,.,.,0.000000,5.000000,,0.0
INDEL,D1_5,TS_contained,ALL,*,QUAL,*,0.003508,0.634328,0.0,0.006977,476,0,5110294.000000,5110294.000000,0.000000,267396,.,.,150600.000000,93645.000000,,1.60820118533,938,.,.,25.000000,913.000000,,0.0273822562979,266458,.,.,150575.000000,92732.000000,,1.62376525903,1474,.,.,41.000000,1433.000000,,0.0286113049546,935,.,.,25.000000,910.000000,,0.0274725274725,539,.,.,16.000000,523.000000,,0.0305927342256,0,.,.,0.000000,0.000000,,
INDEL,D1_5,TS_contained,PASS,*,QUAL,*,0.003508,0.634328,0.0,0.006977,476,0,5110294.000000,5110294.000000,0.000000,267396,.,.,150600.000000,93645.000000,,1.60820118533,938,.,.,25.000000,913.000000,,0.0273822562979,266458,.,.,150575.000000,92732.000000,,1.62376525903,1474,.,.,41.000000,1433.000000,,0.0286113049546,935,.,.,25.000000,910.000000,,0.0274725274725,539,.,.,16.000000,523.000000,,0.0305927342256,0,.,.,0.000000,0.000000,,
INDEL,D6_15,*,ALL,*,QUAL,*,0.002644,0.492462,0.37224,0.005259,96,0,2809068885,5110294.000000,0.000000,36314,.,.,16323.000000,9307.000000,,1.7538411948,96,.,.,4.000000,92.000000,,0.0434782608696,36218,.,.,16319.000000,9215.000000,,1.77091698318,317,.,.,32.000000,285.000000,,0.112280701754,98,.,.,4.000000,94.000000,,0.0425531914894,101,.,.,7.000000,94.000000,,0.0744680851064,118,.,.,21.000000,97.000000,,0.216494845361
INDEL,D6_15,*,PASS,*,QUAL,*,0.002644,0.492462,0.37224,0.005259,96,0,2809068885,5110294.000000,0.000000,36314,.,.,16323.000000,9307.000000,,1.7538411948,96,.,.,4.000000,92.000000,,0.0434782608696,36218,.,.,16319.000000,9215.000000,,1.77091698318,317,.,.,32.000000,285.000000,,0.112280701754,98,.,.,4.000000,94.000000,,0.0425531914894,101,.,.,7.000000,94.000000,,0.0744680851064,118,.,.,21.000000,97.000000,,0.216494845361
INDEL,D6_15,TS_boundary,ALL,*,QUAL,*,0.0,0.5,0.5,0.0,1,0,3030848912.000000,5110294.000000,0.000000,58,.,.,49.000000,7.000000,,7.0,0,.,.,0.000000,0.000000,,,58,.,.,49.000000,7.000000,,7.0,4,.,.,0.000000,4.000000,,0.0,1,.,.,0.000000,1.000000,,0.0,1,.,.,0.000000,1.000000,,0.0,2,.,.,0.000000,2.000000,,0.0
INDEL,D6_15,TS_boundary,PASS,*,QUAL,*,0.0,0.5,0.5,0.0,1,0,3030848912.000000,5110294.000000,0.000000,58,.,.,49.000000,7.000000,,7.0,0,.,.,0.000000,0.000000,,,58,.,.,49.000000,7.000000,,7.0,4,.,.,0.000000,4.000000,,0.0,1,.,.,0.000000,1.000000,,0.0,1,.,.,0.000000,1.000000,,0.0,2,.,.,0.000000,2.000000,,0.0
INDEL,D6_15,TS_contained,ALL,*,QUAL,*,0.002648,0.492386,0.0,0.005267,95,0,5110294.000000,5110294.000000,0.000000,36256,.,.,16274.000000,9300.000000,,1.74989247312,96,.,.,4.000000,92.000000,,0.0434782608696,36160,.,.,16270.000000,9208.000000,,1.76694178975,197,.,.,11.000000,186.000000,,0.0591397849462,97,.,.,4.000000,93.000000,,0.0430107526882,100,.,.,7.000000,93.000000,,0.0752688172043,0,.,.,0.000000,0.000000,,
INDEL,D6_15,TS_contained,PASS,*,QUAL,*,0.002648,0.492386,0.0,0.005267,95,0,5110294.000000,5110294.000000,0.000000,36256,.,.,16274.000000,9300.000000,,1.74989247312,96,.,.,4.000000,92.000000,,0.0434782608696,36160,.,.,16270.000000,9208.000000,,1.76694178975,197,.,.,11.000000,186.000000,,0.0591397849462,97,.,.,4.000000,93.000000,,0.0430107526882,100,.,.,7.000000,93.000000,,0.0752688172043,0,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,*,ALL,*,QUAL,*,0.002027,0.473684,0.730496,0.004036,20,0,2809068885,5110294.000000,0.000000,8881,.,.,4610.000000,2347.000000,,1.96420962931,18,.,.,0.000000,18.000000,,0.0,8863,.,.,4610.000000,2329.000000,,1.97939029626,141,.,.,12.000000,129.000000,,0.093023255814,18,.,.,0.000000,18.000000,,0.0,20,.,.,1.000000,19.000000,,0.0526315789474,103,.,.,11.000000,92.000000,,0.119565217391
INDEL,I16_PLUS,*,PASS,*,QUAL,*,0.002027,0.473684,0.730496,0.004036,20,0,2809068885,5110294.000000,0.000000,8881,.,.,4610.000000,2347.000000,,1.96420962931,18,.,.,0.000000,18.000000,,0.0,8863,.,.,4610.000000,2329.000000,,1.97939029626,141,.,.,12.000000,129.000000,,0.093023255814,18,.,.,0.000000,18.000000,,0.0,20,.,.,1.000000,19.000000,,0.0526315789474,103,.,.,11.000000,92.000000,,0.119565217391
INDEL,I16_PLUS,TS_boundary,ALL,*,QUAL,*,0.0,,1.0,,0,0,3030848912.000000,5110294.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,1.000000,,0.0,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,1.000000,,0.0
INDEL,I16_PLUS,TS_boundary,PASS,*,QUAL,*,0.0,,1.0,,0,0,3030848912.000000,5110294.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,1.000000,,0.0,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,1.000000,,0.0
INDEL,I16_PLUS,TS_contained,ALL,*,QUAL,*,0.002027,0.473684,0.0,0.004036,20,0,5110294.000000,5110294.000000,0.000000,8881,.,.,4610.000000,2347.000000,,1.96420962931,18,.,.,0.000000,18.000000,,0.0,8863,.,.,4610.000000,2329.000000,,1.97939029626,38,.,.,1.000000,37.000000,,0.027027027027,18,.,.,0.000000,18.000000,,0.0,20,.,.,1.000000,19.000000,,0.0526315789474,0,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,TS_contained,PASS,*,QUAL,*,0.002027,0.473684,0.0,0.004036,20,0,5110294.000000,5110294.000000,0.000000,8881,.,.,4610.000000,2347.000000,,1.96420962931,18,.,.,0.000000,18.000000,,0.0,8863,.,.,4610.000000,2329.000000,,1.97939029626,38,.,.,1.000000,37.000000,,0.027027027027,18,.,.,0.000000,18.000000,,0.0,20,.,.,1.000000,19.000000,,0.0526315789474,0,.,.,0.000000,0.000000,,
INDEL,I1_5,*,ALL,*,QUAL,*,0.003632,0.712963,0.348089,0.007227,357,0,2809068885,5110294.000000,0.000000,256623,.,.,133845.000000,98778.000000,,1.35500820021,932,.,.,35.000000,897.000000,,0.0390189520624,255691,.,.,133810.000000,97881.000000,,1.36706817462,1988,.,.,151.000000,1835.000000,,0.0822888283379,924,.,.,35.000000,889.000000,,0.0393700787402,372,.,.,23.000000,349.000000,,0.0659025787966,692,.,.,93.000000,597.000000,,0.155778894472
INDEL,I1_5,*,PASS,*,QUAL,*,0.003632,0.712963,0.348089,0.007227,357,0,2809068885,5110294.000000,0.000000,256623,.,.,133845.000000,98778.000000,,1.35500820021,932,.,.,35.000000,897.000000,,0.0390189520624,255691,.,.,133810.000000,97881.000000,,1.36706817462,1988,.,.,151.000000,1835.000000,,0.0822888283379,924,.,.,35.000000,889.000000,,0.0393700787402,372,.,.,23.000000,349.000000,,0.0659025787966,692,.,.,93.000000,597.000000,,0.155778894472
INDEL,I1_5,TS_boundary,ALL,*,QUAL,*,0.173913,0.333333,0.842105,0.228571,2,0,3030848912.000000,5110294.000000,0.000000,23,.,.,9.000000,5.000000,,1.8,4,.,.,0.000000,4.000000,,0.0,19,.,.,9.000000,1.000000,,9.0,19,.,.,2.000000,17.000000,,0.117647058824,1,.,.,0.000000,1.000000,,0.0,2,.,.,1.000000,1.000000,,1.0,16,.,.,1.000000,15.000000,,0.0666666666667
INDEL,I1_5,TS_boundary,PASS,*,QUAL,*,0.173913,0.333333,0.842105,0.228571,2,0,3030848912.000000,5110294.000000,0.000000,23,.,.,9.000000,5.000000,,1.8,4,.,.,0.000000,4.000000,,0.0,19,.,.,9.000000,1.000000,,9.0,19,.,.,2.000000,17.000000,,0.117647058824,1,.,.,0.000000,1.000000,,0.0,2,.,.,1.000000,1.000000,,1.0,16,.,.,1.000000,15.000000,,0.0666666666667
INDEL,I1_5,TS_contained,ALL,*,QUAL,*,0.003617,0.713844,0.0,0.007197,355,0,5110294.000000,5110294.000000,0.000000,256600,.,.,133836.000000,98773.000000,,1.35498567422,928,.,.,35.000000,893.000000,,0.0391937290034,255672,.,.,133801.000000,97880.000000,,1.36699019207,1293,.,.,57.000000,1236.000000,,0.0461165048544,923,.,.,35.000000,888.000000,,0.0394144144144,370,.,.,22.000000,348.000000,,0.0632183908046,0,.,.,0.000000,0.000000,,
INDEL,I1_5,TS_contained,PASS,*,QUAL,*,0.003617,0.713844,0.0,0.007197,355,0,5110294.000000,5110294.000000,0.000000,256600,.,.,133836.000000,98773.000000,,1.35498567422,928,.,.,35.000000,893.000000,,0.0391937290034,255672,.,.,133801.000000,97880.000000,,1.36699019207,1293,.,.,57.000000,1236.000000,,0.0461165048544,923,.,.,35.000000,888.000000,,0.0394144144144,370,.,.,22.000000,348.000000,,0.0632183908046,0,.,.,0.000000,0.000000,,
INDEL,I6_15,*,ALL,*,QUAL,*,0.00334,0.64881,0.384615,0.006645,58,0,2809068885,5110294.000000,0.000000,32936,.,.,14789.000000,8261.000000,,1.7902191018,110,.,.,7.000000,103.000000,,0.0679611650485,32826,.,.,14782.000000,8158.000000,,1.8119637166,273,.,.,35.000000,236.000000,,0.148305084746,109,.,.,7.000000,102.000000,,0.0686274509804,59,.,.,6.000000,53.000000,,0.11320754717,105,.,.,22.000000,81.000000,,0.271604938272
INDEL,I6_15,*,PASS,*,QUAL,*,0.00334,0.64881,0.384615,0.006645,58,0,2809068885,5110294.000000,0.000000,32936,.,.,14789.000000,8261.000000,,1.7902191018,110,.,.,7.000000,103.000000,,0.0679611650485,32826,.,.,14782.000000,8158.000000,,1.8119637166,273,.,.,35.000000,236.000000,,0.148305084746,109,.,.,7.000000,102.000000,,0.0686274509804,59,.,.,6.000000,53.000000,,0.11320754717,105,.,.,22.000000,81.000000,,0.271604938272
