Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.00365,0.656781,0.395631,0.007259,1026,0,2809068885,5110294.000000,0.000000,586877,.,.,325391.000000,215391.000000,,1.51069914713,2142,.,.,71.000000,2071.000000,,0.0342829550942,584735,.,.,325320.000000,213320.000000,,1.52503281455,5356,.,.,440.000000,4914.000000,,0.0895400895401,2126,.,.,71.000000,2055.000000,,0.0345498783455,1111,.,.,53.000000,1058.000000,,0.0500945179584,2119,.,.,316.000000,1801.000000,,0.175458078845
INDEL,*,*,PASS,*,QUAL,*,0.00365,0.656781,0.395631,0.007259,1026,0,2809068885,5110294.000000,0.000000,586877,.,.,325391.000000,215391.000000,,1.51069914713,2142,.,.,71.000000,2071.000000,,0.0342829550942,584735,.,.,325320.000000,213320.000000,,1.52503281455,5356,.,.,440.000000,4914.000000,,0.0895400895401,2126,.,.,71.000000,2055.000000,,0.0345498783455,1111,.,.,53.000000,1058.000000,,0.0500945179584,2119,.,.,316.000000,1801.000000,,0.175458078845
INDEL,*,TS_boundary,ALL,*,QUAL,*,0.040881,0.375,0.764706,0.073724,5,0,3030848912.000000,5110294.000000,0.000000,318,.,.,244.000000,47.000000,,5.1914893617,13,.,.,0.000000,13.000000,,0.0,305,.,.,244.000000,34.000000,,7.17647058824,34,.,.,2.000000,32.000000,,0.0625,3,.,.,0.000000,3.000000,,0.0,5,.,.,1.000000,4.000000,,0.25,26,.,.,1.000000,25.000000,,0.04
INDEL,*,TS_boundary,PASS,*,QUAL,*,0.040881,0.375,0.764706,0.073724,5,0,3030848912.000000,5110294.000000,0.000000,318,.,.,244.000000,47.000000,,5.1914893617,13,.,.,0.000000,13.000000,,0.0,305,.,.,244.000000,34.000000,,7.17647058824,34,.,.,2.000000,32.000000,,0.0625,3,.,.,0.000000,3.000000,,0.0,5,.,.,1.000000,4.000000,,0.25,26,.,.,1.000000,25.000000,,0.04
INDEL,*,TS_contained,ALL,*,QUAL,*,0.00363,0.657479,0.0,0.007219,1021,0,5110294.000000,5110294.000000,0.000000,586559,.,.,325147.000000,215344.000000,,1.50989579464,2129,.,.,71.000000,2058.000000,,0.0344995140914,584430,.,.,325076.000000,213286.000000,,1.52413191677,3229,.,.,123.000000,3106.000000,,0.039600772698,2123,.,.,71.000000,2052.000000,,0.0346003898635,1106,.,.,52.000000,1054.000000,,0.0493358633776,0,.,.,0.000000,0.000000,,
INDEL,*,TS_contained,PASS,*,QUAL,*,0.00363,0.657479,0.0,0.007219,1021,0,5110294.000000,5110294.000000,0.000000,586559,.,.,325147.000000,215344.000000,,1.50989579464,2129,.,.,71.000000,2058.000000,,0.0344995140914,584430,.,.,325076.000000,213286.000000,,1.52413191677,3229,.,.,123.000000,3106.000000,,0.039600772698,2123,.,.,71.000000,2052.000000,,0.0346003898635,1106,.,.,52.000000,1054.000000,,0.0493358633776,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,2809068885,5110294.000000,0.000000,14,.,.,1.000000,5.000000,,0.2,0,.,.,0.000000,0.000000,,,14,.,.,1.000000,5.000000,,0.2,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,2809068885,5110294.000000,0.000000,14,.,.,1.000000,5.000000,,0.2,0,.,.,0.000000,0.000000,,,14,.,.,1.000000,5.000000,,0.2,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_boundary,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,3030848912.000000,5110294.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_boundary,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,3030848912.000000,5110294.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_contained,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,5110294.000000,5110294.000000,0.000000,14,.,.,1.000000,5.000000,,0.2,0,.,.,0.000000,0.000000,,,14,.,.,1.000000,5.000000,,0.2,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_contained,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,5110294.000000,5110294.000000,0.000000,14,.,.,1.000000,5.000000,,0.2,0,.,.,0.000000,0.000000,,,14,.,.,1.000000,5.000000,,0.2,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,2809068885,5110294.000000,0.000000,47,.,.,8.000000,16.000000,,0.5,0,.,.,0.000000,0.000000,,,47,.,.,8.000000,16.000000,,0.5,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,2809068885,5110294.000000,0.000000,47,.,.,8.000000,16.000000,,0.5,0,.,.,0.000000,0.000000,,,47,.,.,8.000000,16.000000,,0.5,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_boundary,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,3030848912.000000,5110294.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_boundary,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,3030848912.000000,5110294.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_contained,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,5110294.000000,5110294.000000,0.000000,47,.,.,8.000000,16.000000,,0.5,0,.,.,0.000000,0.000000,,,47,.,.,8.000000,16.000000,,0.5,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_contained,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,5110294.000000,5110294.000000,0.000000,47,.,.,8.000000,16.000000,,0.5,0,.,.,0.000000,0.000000,,,47,.,.,8.000000,16.000000,,0.5,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,2809068885,5110294.000000,0.000000,16,.,.,4.000000,4.000000,,1.0,0,.,.,0.000000,0.000000,,,16,.,.,4.000000,4.000000,,1.0,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,2809068885,5110294.000000,0.000000,16,.,.,4.000000,4.000000,,1.0,0,.,.,0.000000,0.000000,,,16,.,.,4.000000,4.000000,,1.0,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,TS_boundary,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,3030848912.000000,5110294.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,TS_boundary,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,3030848912.000000,5110294.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,TS_contained,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,5110294.000000,5110294.000000,0.000000,16,.,.,4.000000,4.000000,,1.0,0,.,.,0.000000,0.000000,,,16,.,.,4.000000,4.000000,,1.0,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,TS_contained,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,5110294.000000,5110294.000000,0.000000,16,.,.,4.000000,4.000000,,1.0,0,.,.,0.000000,0.000000,,,16,.,.,4.000000,4.000000,,1.0,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,D16_PLUS,*,ALL,*,QUAL,*,0.004025,0.694915,0.559701,0.008004,17,0,2809068885,5110294.000000,0.000000,10186,.,.,5041.000000,2995.000000,,1.68313856427,41,.,.,0.000000,41.000000,,0.0,10145,.,.,5041.000000,2954.000000,,1.70649966148,134,.,.,8.000000,126.000000,,0.0634920634921,41,.,.,0.000000,41.000000,,0.0,18,.,.,0.000000,18.000000,,0.0,75,.,.,8.000000,67.000000,,0.119402985075
INDEL,D16_PLUS,*,PASS,*,QUAL,*,0.004025,0.694915,0.559701,0.008004,17,0,2809068885,5110294.000000,0.000000,10186,.,.,5041.000000,2995.000000,,1.68313856427,41,.,.,0.000000,41.000000,,0.0,10145,.,.,5041.000000,2954.000000,,1.70649966148,134,.,.,8.000000,126.000000,,0.0634920634921,41,.,.,0.000000,41.000000,,0.0,18,.,.,0.000000,18.000000,,0.0,75,.,.,8.000000,67.000000,,0.119402985075
INDEL,D16_PLUS,TS_boundary,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,3030848912.000000,5110294.000000,0.000000,16,.,.,14.000000,0.000000,,,0,.,.,0.000000,0.000000,,,16,.,.,14.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,D16_PLUS,TS_boundary,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,3030848912.000000,5110294.000000,0.000000,16,.,.,14.000000,0.000000,,,0,.,.,0.000000,0.000000,,,16,.,.,14.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,D16_PLUS,TS_contained,ALL,*,QUAL,*,0.004031,0.694915,0.0,0.008016,17,0,5110294.000000,5110294.000000,0.000000,10170,.,.,5027.000000,2995.000000,,1.67846410684,41,.,.,0.000000,41.000000,,0.0,10129,.,.,5027.000000,2954.000000,,1.70176032498,59,.,.,0.000000,59.000000,,0.0,41,.,.,0.000000,41.000000,,0.0,18,.,.,0.000000,18.000000,,0.0,0,.,.,0.000000,0.000000,,
INDEL,D16_PLUS,TS_contained,PASS,*,QUAL,*,0.004031,0.694915,0.0,0.008016,17,0,5110294.000000,5110294.000000,0.000000,10170,.,.,5027.000000,2995.000000,,1.67846410684,41,.,.,0.000000,41.000000,,0.0,10129,.,.,5027.000000,2954.000000,,1.70176032498,59,.,.,0.000000,59.000000,,0.0,41,.,.,0.000000,41.000000,,0.0,18,.,.,0.000000,18.000000,,0.0,0,.,.,0.000000,0.000000,,
INDEL,D1_5,*,ALL,*,QUAL,*,0.003531,0.633717,0.410379,0.007023,478,0,2809068885,5110294.000000,0.000000,267624,.,.,150770.000000,93678.000000,,1.60944939047,945,.,.,25.000000,920.000000,,0.0271739130435,266679,.,.,150745.000000,92758.000000,,1.62514284482,2505,.,.,202.000000,2303.000000,,0.0877116804168,936,.,.,25.000000,911.000000,,0.0274423710209,541,.,.,16.000000,525.000000,,0.0304761904762,1028,.,.,161.000000,867.000000,,0.185697808535
INDEL,D1_5,*,PASS,*,QUAL,*,0.003531,0.633717,0.410379,0.007023,478,0,2809068885,5110294.000000,0.000000,267624,.,.,150770.000000,93678.000000,,1.60944939047,945,.,.,25.000000,920.000000,,0.0271739130435,266679,.,.,150745.000000,92758.000000,,1.62514284482,2505,.,.,202.000000,2303.000000,,0.0877116804168,936,.,.,25.000000,911.000000,,0.0274423710209,541,.,.,16.000000,525.000000,,0.0304761904762,1028,.,.,161.000000,867.000000,,0.185697808535
